Year,Month,Rainfall,Temperature
1965,3,0.0,25.93000000000001
1965,4,0.41466666666666663,29.138666666666666
1965,5,0.0038709677419354843,30.24258064516129
1965,6,0.8366666666666666,28.534000000000006
1965,7,6.488387096774194,25.818709677419356
1965,8,4.42967741935484,25.74322580645162
1965,9,0.7259999999999999,26.17066666666667
1965,10,0.059354838709677414,26.97645161290322
1965,11,0.004,24.602333333333334
1965,12,0.7351612903225806,22.597741935483867
1966,1,0.01806451612903226,21.888064516129035
1966,2,0.0,24.440357142857142
1966,3,0.0,26.261935483870968
1966,4,0.0,29.151999999999994
1966,5,0.47483870967741937,29.754516129032254
1966,6,0.8203333333333332,28.660999999999994
1966,7,6.793548387096774,26.56483870967742
1966,8,1.1767741935483875,25.742580645161283
1966,9,4.071000000000001,25.87266666666667
1966,10,0.07612903225806453,27.312580645161283
1966,11,1.4183333333333332,25.113000000000003
1966,12,1.2390322580645163,22.312258064516126
1967,1,0.0,21.412580645161285
1967,2,0.0,24.264285714285716
1967,3,0.0064516129032258064,25.854193548387105
1967,4,1.1973333333333334,29.40399999999999
1967,5,0.012580645161290323,31.04064516129032
1967,6,2.8366666666666664,28.49666666666667
1967,7,7.088709677419355,26.07774193548387
1967,8,1.6829032258064516,25.22612903225807
1967,9,4.736000000000001,25.846999999999998
1967,10,1.3806451612903228,26.284193548387098
1967,11,0.0,24.133333333333336
1967,12,2.6729032258064516,22.525161290322586
1968,1,0.0,20.403225806451605
1968,2,0.021724137931034483,22.129310344827587
1968,3,0.2525806451612903,25.640967741935487
1968,4,0.4016666666666666,28.766000000000005
1968,5,0.0,29.82870967741936
1968,6,2.751666666666667,28.949333333333335
1968,7,4.142903225806452,26.143548387096775
1968,8,5.302258064516129,25.045806451612904
1968,9,7.0,25.929
1968,10,1.2464516129032257,25.643225806451607
1968,11,0.2663333333333333,23.440000000000005
1968,12,0.0003225806451612903,22.10806451612903
1969,1,0.0,21.347741935483874
1969,2,0.0,23.660714285714285
1969,3,0.0,27.454516129032257
1969,4,0.016,30.20733333333334
1969,5,0.0,31.22193548387097
1969,6,4.615333333333334,28.430333333333333
1969,7,5.65032258064516,25.85258064516129
1969,8,6.113870967741935,25.573225806451614
1969,9,8.667666666666666,25.106
1969,10,0.01161290322580645,26.234516129032258
1969,11,0.40800000000000003,25.15233333333334
1969,12,0.0,22.34
1970,1,0.013870967741935483,21.289354838709677
1970,2,0.0,23.49678571428571
1970,3,0.0,26.084838709677424
1970,4,0.27666666666666667,29.669333333333334
1970,5,0.8235483870967741,30.921612903225807
1970,6,5.848000000000002,27.157333333333334
1970,7,3.4603225806451596,25.984516129032258
1970,8,3.172903225806452,25.116451612903223
1970,9,1.705333333333334,25.253
1970,10,2.5109677419354837,26.0458064516129
1970,11,0.0,22.439333333333327
1970,12,0.0,20.02354838709677
1971,1,0.0,20.557741935483865
1971,2,0.0,22.60714285714286
1971,3,0.0,26.00709677419355
1971,4,0.008,29.97566666666667
1971,5,0.5848387096774194,30.06225806451614
1971,6,2.1196666666666664,26.927333333333333
1971,7,1.3051612903225807,26.17677419354839
1971,8,2.9977419354838712,25.30677419354839
1971,9,5.645999999999999,26.040666666666667
1971,10,1.181290322580645,24.83741935483871
1971,11,0.0,22.138999999999996
1971,12,0.0,20.412903225806456
1972,1,0.0,20.93548387096775
1972,2,0.0,21.718620689655168
1972,3,0.0,27.26129032258065
1972,4,0.005,28.940999999999995
1972,5,0.0961290322580645,30.467419354838718
1972,6,0.6876666666666666,29.416
1972,7,2.1383870967741934,26.57129032258064
1972,8,2.5500000000000007,25.795161290322582
1972,9,2.5343333333333335,26.586
1972,10,0.09870967741935484,27.49548387096775
1972,11,0.09933333333333333,23.552
1972,12,0.0,23.244838709677417
1973,1,0.0,21.566129032258054
1973,2,0.6478571428571429,24.19285714285714
1973,3,0.4461290322580645,27.011612903225807
1973,4,0.0,30.923666666666673
1973,5,0.012580645161290323,31.537096774193536
1973,6,2.3619999999999997,28.634
1973,7,7.6412903225806454,25.432903225806445
1973,8,2.833548387096774,24.900967741935474
1973,9,4.183333333333334,24.678333333333338
1973,10,1.6300000000000003,25.64806451612903
1973,11,0.0,22.585333333333335
1973,12,0.0,22.006774193548384
1974,1,0.0,21.239354838709687
1974,2,0.0,23.108928571428574
1974,3,0.02935483870967742,27.287419354838704
1974,4,0.4216666666666667,29.840666666666667
1974,5,3.2841935483870968,29.78032258064516
1974,6,1.806,28.32699999999999
1974,7,3.685806451612904,26.172580645161293
1974,8,2.1070967741935487,25.24258064516129
1974,9,7.165333333333335,26.479000000000006
1974,10,4.308387096774194,25.475483870967743
1974,11,0.0,21.71866666666666
1974,12,0.0,20.551612903225802
1975,1,0.0,20.266451612903225
1975,2,0.0,22.67285714285714
1975,3,0.0,25.705806451612904
1975,4,0.0,30.013333333333335
1975,5,0.1393548387096774,30.094193548387096
1975,6,2.1963333333333335,27.42666666666667
1975,7,2.9612903225806453,25.900967741935478
1975,8,2.3483870967741933,24.959032258064518
1975,9,6.943333333333333,25.274666666666672
1975,10,2.5151612903225815,25.739354838709676
1975,11,0.0,21.921
1975,12,0.0,20.246451612903225
1976,1,0.0,20.56612903225807
1976,2,0.0,22.864482758620685
1976,3,0.11129032258064517,26.806129032258063
1976,4,0.0,28.48933333333333
1976,5,0.0,29.461290322580645
1976,6,10.208333333333334,27.149333333333328
1976,7,7.881290322580646,25.820645161290326
1976,8,4.958709677419355,25.043548387096777
1976,9,1.6966666666666668,25.33733333333333
1976,10,0.09935483870967741,26.984516129032254
1976,11,3.494333333333334,25.743333333333332
1976,12,0.012903225806451613,22.909032258064517
1977,1,0.0,21.450967741935486
1977,2,0.0,23.723571428571425
1977,3,0.09129032258064516,28.433548387096774
1977,4,0.0,29.562666666666665
1977,5,0.835483870967742,30.310000000000006
1977,6,6.444000000000001,28.321666666666673
1977,7,2.6206451612903225,25.91322580645161
1977,8,2.729354838709678,25.44354838709678
1977,9,2.0140000000000007,25.32066666666666
1977,10,0.9641935483870968,26.415483870967737
1977,11,2.916,25.561666666666664
1977,12,0.09903225806451613,21.56935483870968
1978,1,0.0,21.076451612903224
1978,2,0.3110714285714286,22.892500000000002
1978,3,0.0,25.120000000000008
1978,4,0.4063333333333333,29.267
1978,5,0.31451612903225806,30.882258064516126
1978,6,3.520000000000001,27.53666666666667
1978,7,2.0016129032258068,25.971290322580646
1978,8,2.0796774193548386,25.283225806451615
1978,9,2.063666666666667,25.698999999999998
1978,10,1.6429032258064518,25.996451612903225
1978,11,3.407666666666666,25.005333333333336
1978,12,0.025483870967741937,22.1258064516129
1979,1,0.33096774193548384,22.88483870967742
1979,2,0.0,22.05857142857143
1979,3,0.4225806451612903,25.846774193548388
1979,4,0.0,29.682333333333325
1979,5,0.004516129032258065,30.29258064516129
1979,6,1.0753333333333335,29.45766666666667
1979,7,2.8919354838709683,26.554516129032258
1979,8,5.516129032258065,25.053870967741933
1979,9,7.046666666666666,26.01766666666667
1979,10,1.7874193548387094,26.623870967741937
1979,11,2.998,25.139333333333333
1979,12,0.0,22.31193548387096
1980,1,0.0032258064516129032,21.999677419354843
1980,2,0.0,23.86896551724138
1980,3,0.0,26.610645161290318
1980,4,0.027666666666666666,30.38633333333333
1980,5,0.0,30.983225806451614
1980,6,9.010666666666667,27.358000000000004
1980,7,3.419032258064516,25.758064516129032
1980,8,6.555806451612904,24.937741935483874
1980,9,2.1910000000000003,25.88733333333333
1980,10,0.5664516129032258,26.966129032258063
1980,11,0.30999999999999994,25.109999999999996
1980,12,0.19483870967741937,21.50516129032258
1981,1,0.3732258064516129,20.684516129032264
1981,2,0.0,23.51178571428572
1981,3,0.0,26.037096774193547
1981,4,0.0,29.41866666666667
1981,5,0.15548387096774194,30.66290322580645
1981,6,1.9466666666666663,29.40466666666667
1981,7,4.902580645161289,25.815161290322575
1981,8,2.5641935483870975,25.172258064516136
1981,9,8.801333333333334,26.008
1981,10,1.2958064516129033,26.196129032258067
1981,11,0.017666666666666667,22.507333333333335
1981,12,0.0464516129032258,21.68322580645162
1982,1,0.16806451612903225,22.09677419354839
1982,2,0.0,23.155357142857135
1982,3,0.0,25.524193548387093
1982,4,0.0,28.547333333333327
1982,5,0.28258064516129033,30.08967741935484
1982,6,1.9310000000000003,28.78733333333333
1982,7,1.2574193548387098,26.67290322580645
1982,8,2.574193548387097,25.81322580645161
1982,9,4.560333333333334,26.135000000000005
1982,10,0.747741935483871,27.226774193548387
1982,11,1.5483333333333331,24.476333333333333
1982,12,0.0,22.975161290322582
1983,1,0.0,21.560645161290328
1983,2,0.0,22.0975
1983,3,0.0,25.808709677419355
1983,4,0.0003333333333333333,28.25433333333334
1983,5,0.024516129032258065,31.078387096774197
1983,6,1.0086666666666664,29.473
1983,7,3.0587096774193547,27.08129032258065
1983,8,2.2638709677419357,25.903870967741934
1983,9,8.041000000000002,25.88133333333333
1983,10,0.5129032258064516,25.148709677419347
1983,11,0.0,22.508666666666667
1983,12,0.0,21.832903225806447
1984,1,0.0,21.13193548387097
1984,2,0.0,22.848965517241382
1984,3,0.0,27.384838709677418
1984,4,0.0,29.773333333333333
1984,5,0.0,31.1441935483871
1984,6,1.897,28.355999999999995
1984,7,2.9993548387096762,25.671290322580646
1984,8,1.7206451612903226,24.979677419354843
1984,9,2.617333333333333,25.604
1984,10,3.47,26.20161290322581
1984,11,0.0006666666666666666,23.15966666666667
1984,12,0.0,22.1116129032258
1985,1,0.0,22.01193548387097
1985,2,0.0,22.997500000000002
1985,3,0.0,27.447741935483865
1985,4,0.0013333333333333333,28.971000000000004
1985,5,0.0035483870967741938,30.708709677419364
1985,6,1.3439999999999999,27.86633333333333
1985,7,1.947741935483871,26.016451612903225
1985,8,1.9867741935483871,25.363225806451617
1985,9,0.9733333333333334,26.310999999999996
1985,10,3.5829032258064513,25.17451612903226
1985,11,0.002,23.379666666666665
1985,12,0.0,22.836774193548386
1986,1,0.0,21.885806451612908
1986,2,0.0,23.360357142857136
1986,3,0.0,27.050967741935487
1986,4,0.0,29.713666666666665
1986,5,0.02935483870967742,30.749354838709674
1986,6,4.408666666666666,28.160999999999998
1986,7,1.6345161290322585,26.051290322580638
1986,8,1.654838709677419,24.99064516129032
1986,9,2.478333333333333,26.33
1986,10,0.07193548387096772,26.87
1986,11,0.442,24.648666666666667
1986,12,1.4780645161290322,21.72967741935484
1987,1,0.0,22.363548387096778
1987,2,0.05678571428571429,23.461071428571426
1987,3,0.1532258064516129,26.554838709677416
1987,4,0.0,29.64133333333333
1987,5,1.2670967741935484,30.28129032258065
1987,6,3.7216666666666667,28.83033333333334
1987,7,1.7409677419354839,26.659354838709678
1987,8,4.710967741935484,26.056774193548385
1987,9,1.657,27.085000000000004
1987,10,1.3458064516129036,26.37096774193548
1987,11,0.31333333333333335,24.648666666666667
1987,12,1.0893548387096772,21.95612903225806
1988,1,0.0,22.607741935483872
1988,2,0.0,23.99586206896552
1988,3,0.0,26.090322580645168
1988,4,0.4613333333333333,29.909666666666674
1988,5,0.11516129032258064,31.054838709677416
1988,6,3.6130000000000004,28.839999999999996
1988,7,4.354516129032257,26.14999999999999
1988,8,3.036774193548387,25.926774193548386
1988,9,11.925666666666668,26.035999999999994
1988,10,0.40322580645161293,25.36354838709678
1988,11,0.23866666666666667,23.21299999999999
1988,12,0.19419354838709676,21.65548387096774
1989,1,0.0,21.361935483870976
1989,2,0.0,22.758928571428577
1989,3,0.2770967741935484,25.817741935483863
1989,4,0.0,28.920666666666666
1989,5,0.19161290322580643,30.50838709677419
1989,6,2.57,27.263666666666666
1989,7,6.679032258064517,25.88935483870968
1989,8,1.6822580645161294,24.924838709677417
1989,9,4.203,25.717333333333336
1989,10,0.5235483870967742,26.01451612903226
1989,11,0.05600000000000001,24.36633333333333
1989,12,0.07903225806451614,21.485483870967744
1990,1,0.0,22.60645161290322
1990,2,0.0,23.307142857142853
1990,3,0.0,25.182580645161284
1990,4,0.0,28.761999999999993
1990,5,3.165161290322581,29.558064516129033
1990,6,2.896000000000001,27.306666666666658
1990,7,3.503870967741935,25.67903225806451
1990,8,3.77258064516129,24.765806451612903
1990,9,1.7496666666666665,25.243000000000006
1990,10,4.443225806451614,25.617096774193552
1990,11,0.581,24.25566666666667
1990,12,0.06774193548387097,22.29032258064516
1991,1,0.0,20.664193548387097
1991,2,0.0,22.874642857142852
1991,3,0.0,26.283548387096772
1991,4,0.020000000000000004,29.105333333333345
1991,5,0.22483870967741934,30.63967741935484
1991,6,8.841666666666667,28.10666666666667
1991,7,4.4474193548387095,25.206451612903226
1991,8,1.246129032258065,24.954516129032257
1991,9,1.1976666666666667,25.954
1991,10,0.47354838709677416,26.24838709677419
1991,11,0.19833333333333333,23.918333333333337
1991,12,0.0,20.697419354838715
1992,1,0.0,21.43645161290323
1992,2,0.0,22.07241379310344
1992,3,0.0,26.57225806451613
1992,4,0.0,28.97433333333334
1992,5,0.0,30.83935483870968
1992,6,4.513,29.340666666666664
1992,7,2.7312903225806453,27.084193548387105
1992,8,3.7664516129032264,25.39612903225807
1992,9,2.3999999999999995,25.98833333333333
1992,10,0.6909677419354839,26.05354838709677
1992,11,0.0,24.405333333333335
1992,12,0.0,22.097096774193552
1993,1,0.0,21.99
1993,2,0.0,23.321071428571432
1993,3,0.008387096774193548,25.905806451612904
1993,4,0.0,29.059666666666665
1993,5,0.006129032258064516,30.99903225806452
1993,6,2.226,28.925999999999995
1993,7,6.268064516129032,26.263870967741934
1993,8,2.2212903225806455,25.63806451612903
1993,9,3.5863333333333336,25.438333333333333
1993,10,6.0925806451612905,26.26516129032258
1993,11,0.44033333333333335,24.17000000000001
1993,12,0.3374193548387097,21.451290322580647
1994,1,0.0035483870967741938,22.094516129032257
1994,2,0.0,22.324285714285715
1994,3,0.0,27.39258064516129
1994,4,0.042,28.671333333333333
1994,5,0.027096774193548386,30.585806451612907
1994,6,7.126,27.51666666666667
1994,7,5.37774193548387,25.359677419354842
1994,8,3.3032258064516125,25.21903225806452
1994,9,2.9723333333333333,25.051333333333336
1994,10,1.8358064516129033,26.42838709677419
1994,11,0.6849999999999999,24.116333333333337
1994,12,0.0,21.028387096774193
1995,1,0.662258064516129,20.036451612903225
1995,2,0.0,23.381071428571428
1995,3,0.0,26.08225806451613
1995,4,0.012666666666666666,29.21033333333333
1995,5,0.052580645161290324,30.560645161290317
1995,6,0.5633333333333334,29.95133333333334
1995,7,3.2796774193548384,26.51516129032258
1995,8,1.1738709677419354,26.482580645161285
1995,9,7.7026666666666666,26.117000000000004
1995,10,1.5977419354838711,26.404838709677417
1995,11,0.0,23.558333333333337
1995,12,0.0,22.473225806451616
1996,1,0.0,22.09225806451613
1996,2,0.0,24.155172413793103
1996,3,0.0,27.91096774193548
1996,4,0.0,29.301333333333332
1996,5,0.0,30.576129032258063
1996,6,4.1930000000000005,29.11733333333333
1996,7,4.501935483870967,26.338709677419356
1996,8,2.9964516129032264,25.3316129032258
1996,9,7.676666666666668,25.875999999999994
1996,10,3.3100000000000005,25.506774193548384
1996,11,0.10066666666666667,23.206999999999997
1996,12,0.0,22.094516129032257
1997,1,0.005806451612903226,20.950000000000006
1997,2,0.0,22.262142857142855
1997,3,0.0,27.22000000000001
1997,4,0.36933333333333335,28.360333333333326
1997,5,0.1235483870967742,30.12322580645162
1997,6,2.9296666666666673,28.220999999999993
1997,7,3.488387096774194,26.844516129032257
1997,8,4.9322580645161285,25.747096774193547
1997,9,4.382666666666666,26.053666666666665
1997,10,1.841290322580645,26.663225806451614
1997,11,2.088333333333334,25.35266666666666
1997,12,0.6932258064516129,21.922903225806447
1998,1,0.0,22.11225806451613
1998,2,0.0,23.07892857142857
1998,3,0.004516129032258065,26.29322580645161
1998,4,0.16166666666666665,30.198
1998,5,0.4180645161290323,31.909354838709675
1998,6,3.3013333333333335,29.173666666666673
1998,7,4.138387096774194,26.615483870967743
1998,8,6.2535483870967745,26.067096774193548
1998,9,6.503666666666667,25.99233333333333
1998,10,5.121290322580645,26.00322580645161
1998,11,1.358,24.066
1998,12,0.0,21.59193548387097
1999,1,0.0,20.795161290322582
1999,2,0.0025,24.22607142857143
1999,3,0.0,26.82193548387097
1999,4,0.0,29.58966666666667
1999,5,0.3474193548387096,29.458387096774192
1999,6,4.264333333333333,27.197666666666667
1999,7,4.907741935483871,25.950645161290325
1999,8,1.3619354838709676,25.339677419354846
1999,9,3.611,25.45566666666667
1999,10,7.1406451612903235,25.647741935483868
1999,11,0.0,23.538999999999994
1999,12,0.0,21.61677419354838
2000,1,0.0,22.465806451612902
2000,2,0.0,22.68448275862069
2000,3,0.0,25.91516129032258
2000,4,0.0,30.134666666666664
2000,5,0.9487096774193549,29.66903225806451
2000,6,7.181666666666667,27.518333333333327
2000,7,3.088387096774194,25.536129032258064
2000,8,4.08225806451613,25.71032258064516
2000,9,2.186,26.16266666666667
2000,10,2.6309677419354838,26.5541935483871
2000,11,0.0,24.247333333333334
2000,12,0.018709677419354837,21.89677419354838
2001,1,0.34774193548387095,21.77483870967741
2001,2,0.0,23.22357142857143
2001,3,0.0,26.01032258064516
2001,4,0.0,29.643000000000004
2001,5,0.036774193548387096,30.564838709677424
2001,6,3.8953333333333338,27.71233333333333
2001,7,2.193548387096775,25.638387096774203
2001,8,1.9832258064516133,25.233870967741932
2001,9,4.245,26.381000000000004
2001,10,3.4132258064516123,26.12129032258064
2001,11,0.010333333333333333,24.433666666666664
2001,12,0.2558064516129032,22.79
2002,1,0.3351612903225807,21.058064516129026
2002,2,0.0,24.2175
2002,3,0.0,27.46032258064516
2002,4,0.787,30.192333333333334
2002,5,0.0003225806451612903,31.653870967741934
2002,6,8.372666666666666,28.438333333333333
2002,7,1.8383870967741935,27.13290322580645
2002,8,3.5364516129032255,25.139677419354847
2002,9,1.781666666666667,25.962
2002,10,0.342258064516129,27.57096774193548
2002,11,0.18833333333333335,24.737666666666662
2002,12,0.0,23.018064516129026
2003,1,0.0,22.645806451612895
2003,2,0.17142857142857143,24.387857142857136
2003,3,0.0,26.71354838709678
2003,4,0.15733333333333333,29.943999999999996
2003,5,2.717741935483871,30.909677419354832
2003,6,5.598000000000001,28.397333333333336
2003,7,6.5045161290322575,26.321290322580648
2003,8,1.5619354838709678,25.59774193548387
2003,9,4.3726666666666665,25.642333333333337
2003,10,0.812258064516129,26.416129032258066
2003,11,0.02233333333333333,25.119333333333337
2003,12,0.0,22.320000000000004
2004,1,0.004516129032258065,21.730645161290322
2004,2,0.0,23.772068965517242
2004,3,0.0,27.99387096774193
2004,4,0.0,29.72333333333334
2004,5,3.2077419354838703,30.60516129032258
2004,6,4.706,27.935999999999996
2004,7,2.8932258064516136,26.159677419354836
2004,8,8.608709677419354,24.819999999999997
2004,9,6.547333333333332,26.122666666666664
2004,10,3.289354838709678,25.685161290322576
2004,11,0.5816666666666667,24.826666666666668
2004,12,0.0,22.33322580645161
2005,1,0.0635483870967742,21.375483870967738
2005,2,0.0,23.426785714285717
2005,3,0.0735483870967742,26.77516129032258
2005,4,0.1726666666666667,30.10266666666667
2005,5,0.030322580645161287,30.83096774193549
2005,6,34.19233333333333,29.045666666666666
2005,7,19.32935483870968,26.395483870967738
2005,8,13.908387096774186,25.376129032258067
2005,9,21.16466666666667,25.532333333333334
2005,10,1.117741935483871,25.919032258064515
2005,11,0.0,23.373666666666665
2005,12,0.0,21.53935483870968
2006,1,0.0,21.95225806451613
2006,2,0.0,25.222857142857148
2006,3,0.1938709677419355,26.274516129032257
2006,4,0.0,28.95966666666666
2006,5,0.5896774193548386,30.404838709677417
2006,6,6.586666666666668,27.891000000000005
2006,7,9.882258064516128,25.65
2006,8,12.387096774193546,24.939354838709683
2006,9,5.177666666666665,26.39166666666667
2006,10,0.9487096774193547,26.898064516129033
2006,11,1.2056666666666667,24.876666666666672
2006,12,0.0,22.852580645161286
2007,1,0.0,22.313225806451616
2007,2,0.0,23.952499999999997
2007,3,0.0,26.90258064516129
2007,4,0.03666666666666667,30.076333333333345
2007,5,0.06,30.95677419354838
2007,6,8.243333333333334,28.757999999999996
2007,7,6.112903225806452,26.430967741935483
2007,8,3.655483870967741,25.619999999999997
2007,9,6.136666666666668,25.955666666666666
2007,10,0.0,26.029354838709676
2007,11,0.0003333333333333333,24.137999999999998
2007,12,0.0,22.63516129032258
2008,1,0.0,21.024193548387093
2008,2,0.0,21.625172413793106
2008,3,0.0,26.878387096774194
2008,4,0.0,29.446666666666665
2008,5,0.0,30.488064516129025
2008,6,1.2433333333333332,28.00066666666667
2008,7,3.4641935483870965,26.498387096774195
2008,8,5.4945161290322595,25.347741935483878
2008,9,13.525666666666668,25.606333333333335
2008,10,1.5203225806451615,26.312258064516133
2008,11,0.0,24.647000000000006
2008,12,0.0,23.51774193548387
2009,1,0.0,23.09967741935484
2009,2,0.0,24.724999999999998
2009,3,0.3951612903225806,27.663548387096768
2009,4,0.04633333333333334,30.63333333333333
2009,5,0.21258064516129033,30.956774193548384
2009,6,0.6160000000000001,29.56933333333333
2009,7,7.469354838709676,26.108709677419355
2009,8,4.628387096774194,26.458064516129035
2009,9,4.516666666666667,26.857333333333333
2009,10,1.0651612903225804,25.96387096774194
2009,11,6.583333333333332,24.00833333333333
2009,12,0.08451612903225807,22.687096774193545
2010,1,0.0,22.20387096774194
2010,2,0.0,24.07
2010,3,0.0003225806451612903,27.85967741935484
2010,4,0.0,30.946
2010,5,0.5867741935483871,32.138387096774196
